Date,Year,Type,Area,Location,Sex,Injury,Fatal,Time,Species,AgeGroup,ActivityGroup,CleanedCountry,TimeOfDay,TimePeriod,country
,1928.0,Unprovoked,Queensland,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1928-02-20,1928.0,Unprovoked,Torres Strait,"Near Barrow Point, Queensland",Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1928.0,Unprovoked,Near Puntarenas,,Female,Unknown,False,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
,1928.0,Unprovoked,Near Puntarenas,,Male,Unknown,False,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
1928-01-27,1928.0,Unprovoked,Torres Strait,Deliverance Island,Male,Fatal injury,True,,Unknown Shark,Senior,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1928-01-21,1928.0,Invalid,Florida,,Unknown,Unknown,False,Night,Unknown Shark,,In Water,Other/Unknown,Overnight,Overnight,Unknown
,1928.0,Invalid,Florida,Off Florida Coast,Male,Fatal injury,False,Night,Unknown Shark,,In Water,Other/Unknown,Overnight,Overnight,Unknown
1928-01-02,1928.0,Unprovoked,Eastern Cape Province,"Salt Vlei, Port Alfred",Female,Unknown,False,,Unknown Shark,,Other/Unknown,Unknown,Unknown,Unknown,Unknown
,1928.0,Unprovoked,Eastern Cape Province,Kei River Mouth,Male,Unknown,False,11h00,Unknown Shark,Teen,In Water,Unknown,Morning,Morning,Unknown
,1928.0,Unprovoked,Kwazulu-Natal,Tugela River Mouth,Male,Unknown,False,11h00,Unknown Shark,Adult,In Water,Unknown,Morning,Morning,Unknown
1927-12-28,1927.0,Unprovoked,Western Cape Province,Little Brak River,Male,Fatal injury,True,11h00,Great White Shark,Teen,In Water,Unknown,Morning,Morning,Unknown
1927-11-03,1927.0,Sea Disaster,New South Wales,"Bradleys Head, Sydney ",Unknown,Unknown,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1927-10-25,1927.0,Sea Disaster,Porto Seguro,90 Miles Off Albrohos Island,Unknown,Unknown,True,12h00,Unknown Shark,,Other/Unknown,South America,Afternoon,Afternoon,Unknown
1927-10-12,1927.0,Unprovoked,New South Wales,"Kiah Creek, Eden",Male,No injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1927.0,Unprovoked,,A River,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1927-07-03,1927.0,Boating,New South Wales,Bellambi Reef,Unknown,No injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1927-05-29,1927.0,Sea Disaster,Luzon Island,Bondoc Peninsula,Unknown,Unknown,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
,1927.0,Unprovoked,Queensland,Off Cairns,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1927-04-20,1927.0,Unprovoked,Torres Strait,Near Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1927-04-08,1927.0,Unprovoked,Queensland,Near Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1927-03-11,1927.0,Unprovoked,New South Wales,Mereweather Beach,Male,Unknown,False,15h00,Grey Nurse Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Australia
1927-02-14,1927.0,Provoked,Salinas Bay,"A Shark Was Caught, Its Head Severed From Body And Hung From The Anchor Davit Onboard The U.S.S. Borie",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Central America,Unknown,Unknown,Unknown
1927-02-09,1927.0,Unprovoked,Queensland,Brisbane River,Male,No injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Australia
,1927.0,Provoked,South Island,"Menzies Bay, Banks Peninsula, ",Male,Unknown,False,,Shortfin Mako Shark,Senior,On Boat,Oceania,Unknown,Unknown,Unknown
1927-01-20,1927.0,Unprovoked,Eastern Cape Province,KiddÂS Beach,Male,Unknown,False,11h45,Sand Tiger Shark,,In Water,Unknown,Morning,Morning,Unknown
,1927.0,Unprovoked,California,"Catalina Channel, Los Angeles County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1927-01-03,1927.0,Unprovoked,New South Wales,"GreyÂS Point, Port Hacking",Male,Fatal injury,True,11h30,Unknown Shark,Teen,In Water,Oceania,Morning,Morning,Unknown
,1927.0,Unprovoked,New South Wales,15 Miles Up The Cataract River,Male,Fatal injury,True,,Unknown Shark,Child,In Water,Oceania,Unknown,Unknown,Unknown
,1927.0,Unprovoked,Torres Strait,Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
,1926.0,Unprovoked,Torres Strait,Palm Island,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1926-11-17,1926.0,Unprovoked,Torres Strait,Near Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1926.0,Unprovoked,Central Province,Roku Point,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1926-10-23,1926.0,Unprovoked,New South Wales,Clarence River,Male,Unknown,False,Afternoon,Grey Nurse Shark,Teen,Other/Unknown,Oceania,Afternoon,Afternoon,Unknown
1926-10-23,1926.0,Sea Disaster,,18 Miles Southwest Of Bermuda ,Unknown,Unknown,False,01h30,Unknown Shark,,On Boat,North America,Overnight,Overnight,Unknown
,1926.0,Unprovoked,,Near Port Moresby,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1926-08-24,1926.0,Unprovoked,New Jersey,"Seaside, Ocean County",Male,Fatal injury,True,,Unknown Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,Unknown
1926-07-23,1926.0,Unprovoked,Golfo Di Genova In The Ligurian Sea,Varazze,Male,Fatal injury,True,11h00,Great White Shark,Adult,In Water,Europe,Morning,Morning,Unknown
1926-07-12,1926.0,Boating,New Jersey,20 Miles Off Seabright,Male,No injury,False,,Thresher Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1926-07-08,1926.0,Unprovoked,California,"San Francisco Bay (Or San Leandro Bay), Near Cannery, Alameda County",Male,Unknown,False, ,Broadnose Sevengill Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,Unknown
1926-07-03,1926.0,Invalid,Sants-Montjic,"Casa Antunez Beach, Barcelona",Male,No injury,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
1926-05-18,1926.0,Unprovoked,Hawaii,"Hale'Iwa, O'Ahu",Male,Fatal injury,True,,Great White Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1926-04-22,1926.0,Unprovoked,South Of The Equator ,Steamship Bound From Cape Town To Philadelphia,Male,Unknown,False,Night,Unknown Shark,Adult,Other/Unknown,Ocean,Overnight,Overnight,Unknown
1926-04-07,1926.0,Unprovoked,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'I",Female,Unknown,False,17h30,Unknown Shark,,In Water,Other/Unknown,Afternoon,Evening,Unknown
1926-03-17,1926.0,Unprovoked,South Australia,"West Beach, Brighton",Female,Fatal injury,True,15h45,Great White Shark,,In Water,Oceania,Afternoon,Afternoon,Unknown
1926-01-26,1926.0,Unprovoked,Eastern Cape Province,Hamburg,Male,Unknown,False,,Unknown Shark,,In Water,Unknown,Unknown,Unknown,Unknown
,1926.0,Unprovoked,Victoria,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1926.0,Unprovoked,Bay Of Monaco,,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1926.0,Provoked,Cook Islands,Rarotonga,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1926.0,Unprovoked,,Sea View Beach,Female,Fatal injury,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
,1926.0,Unprovoked,Western Cape Province,Mossel Bay,Male,Unknown,False,,Unknown Shark,,In Water,Unknown,Unknown,Unknown,South Africa
1925-11-22,1925.0,Unprovoked,Western Australia,Cottesloe Beach,Male,Fatal injury,True,15h15,Tiger Shark,Adult,Other/Unknown,Oceania,Afternoon,Afternoon,Australia
,1925.0,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Female,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1925.0,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1925-09-04,1925.0,Provoked,Valencia ,Valencia,Male,Unknown,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
1925-09-03,1925.0,Unprovoked,Isle Of Wight,Off Shanklin,Male,No injury,False,08h00,Unknown Shark,,On Boat,Europe,Morning,Morning,Unknown
1925-08-02,1925.0,Unprovoked,South Carolina,"Folly Island, Near Charleston",Female,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1925-06-15,1925.0,Invalid,Western Australia,"Princess Royal Harbor, Near King GeorgeÂS Sound",Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1925.0,Unprovoked,Puerto Rico,"Condado Beach, San Juan",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1925.0,Unprovoked,New South Wales,Coogee,Male,Unknown,False,17h00,Unknown Shark,Teen,Other/Unknown,Oceania,Afternoon,Evening,Unknown
1925-03-12,1925.0,Unprovoked,New South Wales,Newcastle Beach,Male,Fatal injury,True,15h15,Unknown Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Unknown
1925-03-10,1925.0,Unprovoked,Central Province,Hula,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1925.0,Unprovoked,Florida,"Miami Beach, Miami-Dade County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1925-01-08,1925.0,Unprovoked,Vancouver,Second Narrows In Burrard Inlet,Male,Unknown,False,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
,1925.0,Unprovoked,Viti Levu Island,"Suva Harbor, Suva",Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1924-11-25,1924.0,Unprovoked,Tamaulipas,Tampico,Female,Fatal injury,True,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
1924-11-24,1924.0,Unprovoked,"2 To 3 Miles Off Taboguilla Island, Pacific Ocean",Pacific Anchorage Off The Panama Canal,Male,Unknown,False,After midnight,Unknown Shark,Adult,Other/Unknown,Central America,Overnight,Overnight,Unknown
1924-11-21,1924.0,Unprovoked,Puerto Rico,Santurce,Male,Fatal injury,True,Late afternon,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1924.0,Provoked,Tuamotus,Rangiroa,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1924-10-18,1924.0,Unprovoked,Victoria,Port Melbourne,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1924-07-31,1924.0,Unprovoked,South Carolina,"Folly Island, Near Charleston",Male,Unknown,False,,Shortfin Mako Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1924-07-14,1924.0,Provoked,Dorset,Weymouth,Male,Unknown,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
1924-07-04,1924.0,Boating,California,"Newport Beach, Orange County",Male,No injury,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1924-06-18,1924.0,Provoked,Florida,"Bayboro, Pinellas County",Male,Unknown,False,Evening,Unknown Shark,,Other/Unknown,Other/Unknown,Evening,Evening,Unknown
1924-04-25,1924.0,Unprovoked,New South Wales,Kiama,Male,Fatal injury,True,Afternoon,Unknown Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
1924-04-22,1924.0,Unprovoked,150 Miles Offshore,,Male,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Central America,Unknown,Unknown,Unknown
1924-04-20,1924.0,Invalid,Western Australia,Fremantle,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1924.0,Unprovoked,Central Province,Savo Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1924-03-24,1924.0,Boating,Galica,Sisargas Islands,Unknown,No injury,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
1924-02-13,1924.0,Unprovoked,New South Wales,Bronte,Female,Unknown,False,19h00,Unknown Shark,Adult,Other/Unknown,Oceania,Evening,Evening,Unknown
1924-02-08,1924.0,Invalid,Queensland,Currumbin,Male,Unknown,False,16h00,Unknown Shark,,Other/Unknown,Oceania,Afternoon,Evening,Unknown
1924-01-29,1924.0,Unprovoked,Kwazulu-Natal,"South Beach, Durban",Male,Fatal injury,True,15h15,Unknown Shark,Adult,In Water,Unknown,Afternoon,Afternoon,Unknown
1924-01-25,1924.0,Unprovoked,Eastern Cape Province,"St. GeorgeÂS Strand, Port Elizabeth",Male,Unknown,False,Afternoon,Unknown Shark,,In Water,Unknown,Afternoon,Afternoon,Unknown
1924-01-09,1924.0,Unprovoked,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Male,Fatal injury,True,16h00,Unknown Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
1923-12-12,1923.0,Unprovoked,New South Wales,"Murwillumbah, Tweed River",Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1923-12-02,1923.0,Unprovoked,New South Wales,"Urunga, Belliger Heads",Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1923-11-23,1923.0,Unprovoked,Western Australia,"Condon, 88 Km Ne Of Port Hedland",Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1923-11-02,1923.0,Invalid,New South Wales,Bellinger Head,Male,Fatal injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
1923-10-20,1923.0,Invalid,New South Wales,"Botany Bay, Sydney",Male,Unknown,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
1923-10-17,1923.0,Boating,New South Wales," Black Head, South Of Taree",Unknown,No injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
1923-10-16,1923.0,Unprovoked,Torres Strait,Near Thursday Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1923-08-08,1923.0,Unprovoked,Demerara County,Off The Demerara River ,Male,Unknown,False,01h00,Unknown Shark,,On Boat,South America,Overnight,Overnight,Unknown
,1923.0,Unprovoked,Queensland,Great Barrier Reef,Male,Fatal injury,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1923-06-16,1923.0,Boating,New South Wales,Bellambi Reef,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1923-06-06,1923.0,Boating,Vera Cruz,Outside Vera Cruz Harbor,Unknown,No injury,False,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
,1923.0,Unprovoked,Western Australia,"Southgates, Near Geraldton",Male,Minor injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1923-05-22,1923.0,Unprovoked,Queensland,Great Barrier Reef,Male,Fatal injury,True,Midday,Unknown Shark,,In Water,Oceania,Afternoon,Afternoon,Australia
1923-03-18,1923.0,Unprovoked,Queensland,"Ross River, Townsville",Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
,1923.0,Unprovoked,Puerto Rico,San Juan,Male,Unknown,False,,Unknown Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,Unknown
1923-01-27,1923.0,Invalid,Western Australia,Bunbury,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Australia
1923-01-27,1923.0,Unprovoked,Western Australia,"In Swan River At Freshwater Bay, Claremont, 5 Miles From River Mouth",Male,Fatal injury,True,,Unknown Shark,Teen,In Water,Oceania,Unknown,Unknown,Unknown
1923-01-14,1923.0,Invalid,Caribbean Sea,20 Miles From Havana,Male,Unknown,False,,Dusky Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
,1923.0,Boating,New Jersey,"Sea Bright, Monmouth County",Male,No injury,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
,1923.0,Unprovoked, Manila Bay,Fort Drum,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
,1923.0,Provoked,New Jersey,Ocean City (Offshore),Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
,1922.0,Provoked,New Jersey,Ocean City (Offshore),Male,Unknown,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1922-12-14,1922.0,Unprovoked,Puerto Rico,San Juan,Female,Fatal injury,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1922-12-05,1922.0,Unprovoked,Queensland,Pialba Beach Near Maryborough,Male,Fatal injury,True,09h15,Unknown Shark,Teen,Other/Unknown,Oceania,Morning,Morning,Unknown
1922-09-29,1922.0,Unprovoked,Lucy,Pie Corner,Male,Fatal injury,True,,Unknown Shark,Teen,On Boat,Caribbean,Unknown,Unknown,Unknown
1922-10-29,1922.0,Invalid,New South Wales,"Botany Bay, Sydney",Male,Fatal injury,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Unknown
1922-09-28,1922.0,Unprovoked,Hawaii,"Keawanui, Kamalo, Moloka'I",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1922.0,Unprovoked,East Yorkshire,Hornsea,Male,Fatal injury,True,,Unknown Shark,,In Water,Europe,Unknown,Unknown,Unknown
,1922.0,Boating,Massachusetts,Nahant,Unknown,No injury,False,,Unknown Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1922-07-19,1922.0,Unprovoked,Florida,"Pablo Beach, Jacksonville, Duval County",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1922-06-17,1922.0,Unprovoked,Florida,"Municipal Pier, St. Petersburg, Tampa Bay",Female,Fatal injury,True,,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
,1922.0,Unprovoked,Westmoreland Parish,Savanna-La-Mar,Male,Fatal injury,True,10h00,Unknown Shark,Teen,In Water,Caribbean,Morning,Morning,Unknown
1922-05-06,1922.0,Unprovoked,Western Cape Province,"SimonÂS Town, False Bay",Male,Unknown,False,A.M.,Great White Shark,Teen,In Water,Unknown,Unknown,Unknown,Unknown
1922-04-26,1922.0,Unprovoked,New South Wales,Hawkesbury River,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1922-03-20,1922.0,Unprovoked,Kingston Parish,Kingston Harbor,Male,Unknown,False,,Unknown Shark,,On Boat,Caribbean,Unknown,Unknown,Unknown
1922-03-13,1922.0,Unprovoked,Kingston Parish,Kingston Harbor,Female,Fatal injury,True,,Unknown Shark,Teen,In Water,Caribbean,Unknown,Unknown,Unknown
1922-03-02,1922.0,Unprovoked,New South Wales,Coogee,Male,Fatal injury,True,11h00,Great White Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
,1922.0,Invalid,New South Wales,"Bilgola Beach, Sydney",Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1922-02-04,1922.0,Unprovoked,New South Wales,Coogee ,Male,Fatal injury,True,15h30,Great White Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Unknown
,1922.0,Unprovoked,,Shatt-Al Arab River,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1922-01-15,1922.0,Unprovoked,Queensland,"Ross River, Townsville",Male,Fatal injury,True,17h30,Unknown Shark,Adult,In Water,Oceania,Afternoon,Evening,Unknown
1922-01-13,1922.0,Unprovoked,New South Wales,"Stockton Beach, Newcastle",Male,Unknown,False,18h00,Grey Nurse Shark,,In Water,Oceania,Evening,Evening,Unknown
1922-01-04,1922.0,Unprovoked,New South Wales,"Stockton Beach, Newcastle",Male,Fatal injury,True,Evening,Unknown Shark,Adult,In Water,Oceania,Evening,Evening,Unknown
1921-12-11,1921.0,Unprovoked,Queensland,Fitzroy River At  Rockhampton,Male,Unknown,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Unknown
1921-11-27,1921.0,Unprovoked,Queensland,"GayÂS Corner, Bulimba Reach Of Brisbane River",Male,Fatal injury,True,Morning,Unknown Shark,Child,Other/Unknown,Oceania,Morning,Morning,Unknown
1921-11-27,1921.0,Unprovoked,Queensland,"GayÂS Corner, Bulimba Reach Of Brisbane River",Male,Unknown,False,Morning,Unknown Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
,1921.0,Unprovoked,Viti Levu Island,Rewa River,Unknown,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1921-10-12,1921.0,Unprovoked,Queensland,Off Hinchinbrook Island,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1921-10-04,1921.0,Unprovoked,Queensland,Barrier Reef,Male,Fatal injury,True,Afternoon,Unknown Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
,1921.0,Provoked,Dorset,Weymouth,Male,Unknown,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
,1921.0,Unprovoked,Torres Strait,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1921-08-28,1921.0,Unprovoked,Luzon Island,"Fort Frank, Manila Bay",Male,Fatal injury,True,15h00,Unknown Shark,Adult,In Water,Asia,Afternoon,Afternoon,Unknown
1921-07-21,1921.0,Unprovoked,,Havana Harbor,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
,1921.0,Invalid,"Cavite Province, Luzon",,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1920-11-29,1920.0,Unprovoked,Western Australia,Bunbury,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Australia
1921-08-22,1921.0,Unprovoked,Cape Haitien,Marine Dock,Male,Fatal injury,True,15h30,Unknown Shark,,Other/Unknown,Caribbean,Afternoon,Afternoon,Unknown
1920-11-22,1920.0,Unprovoked,Western Australia,Cottesloe Beach,Male,Minor injury,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Australia
1920-11-04,1920.0,Sea Disaster,Leyte,,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1920-07-14,1920.0,Invalid,New York,"Woodcliff Channel, Freeport, Long Island",Male,Unknown,False,,Unknown Shark,Adult,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1920.0,Unprovoked,Torres Strait,200 Miles From Mackay,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1920-06-29,1920.0,Unprovoked,Florida,"Englewood Beach, Charlotte County",Male,Unknown,False,18h30,Unknown Shark,Teen,In Water,Other/Unknown,Evening,Evening,Unknown
1920-06-27,1920.0,Provoked,Halifax,"Slaunwhite'S Ledge, Hubbard Cove",Unknown,No injury,False,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
1920-03-08,1920.0,Unprovoked,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",Male,Unknown,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Unknown
,1920.0,Unprovoked,Torres Strait,,Male,Unknown,False,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1920-02-03,1920.0,Unprovoked,Eastern Cape Province,Zwartkops River,Female,Unknown,False,17h30,Unknown Shark,Teen,Other/Unknown,Unknown,Afternoon,Evening,Unknown
,1920.0,Unprovoked,Torres Strait,Arlington Reef,Male,Fatal injury,True,,Unknown Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1920-01-15,1920.0,Unprovoked,New South Wales,"Throsby Creek, Newcastle",Male,Fatal injury,True,10h00,Unknown Shark,Child,In Water,Oceania,Morning,Morning,Unknown
,1920.0,Unprovoked,Westmoreland Parish,Savanna-La-Mar,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Caribbean,Unknown,Unknown,Unknown
,1920.0,Unprovoked,North Island,"Stanley Bay, Auckland Harbor",Female,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1920.0,Unprovoked,Kwazulu-Natal,Tugela River,Male,Unknown,False,,Unknown Shark,Child,Other/Unknown,Unknown,Unknown,Unknown,Unknown
,1919.0,Unprovoked,Queensland,Brible Island,Male,Unknown,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Unknown
1919-12-07,1919.0,Unprovoked,New South Wales,"Pelican Island, Macleay River",Male,Fatal injury,True,05h30,Unknown Shark,Adult,In Water,Oceania,Morning,Overnight,Unknown
1919-11-18,1919.0,Unprovoked,Northern Territory,Darwin,Male,Unknown,False,,Unknown Shark,,On Boat,Oceania,Unknown,Unknown,Australia
1919-09-12,1919.0,Unprovoked,Turtle Bogue,Where Colorado River Enters The Sea,Male,Fatal injury,True,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
1919-08-10,1919.0,Unprovoked,Florida,"Gadsden Point, Tampa Bay",Male,Unknown,False,Afternoon,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1919-05-29,1919.0,Unprovoked,South Carolina,"James Island Sound, Charleston",Male,Unknown,False,12h00,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1919-04-06,1919.0,Unprovoked,Florida,"Florida Keys 25Âºn,82Âºw",Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1919-03-16,1919.0,Invalid,New South Wales,Sydney Harbor,Male,Unknown,False,Late afternon,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1919-01-17,1919.0,Unprovoked,New South Wales,Newcastle Beach,Male,Unknown,False,17h15,Unknown Shark,,In Water,Oceania,Afternoon,Evening,Unknown
1919-01-15,1919.0,Unprovoked,South Island,"Tahuna Beach, Nelson",Female,Unknown,False,Afternoon,Unknown Shark,,In Water,Oceania,Afternoon,Afternoon,Unknown
1919-01-09,1919.0,Unprovoked,New South Wales,"Sirius Cove, Sydney Harbor",Male,Fatal injury,True,07h30,Unknown Shark,Teen,Other/Unknown,Oceania,Morning,Morning,Unknown
1919-01-05,1919.0,Unprovoked,Queensland,"Ross River, Townsville",Male,Fatal injury,True,10h00,Unknown Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
,1919.0,Boating,,Savona,Male,No injury,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
,1919.0,Unprovoked,Florida,"Near Panama City, Bay County",Female,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
